basic_number,class_number,term,language
100277,10,medical examination tables,en
100213,10,medical guidewires,en
100241,10,menstrual cups,en
100220,10,microdermabrasion apparatus for medical or therapeutic purposes,en
100078,10,mirrors for dentists,en
100118,10,mirrors for surgeons,en
100278,10,nanorobots for medical purposes / nanites for medical purposes,en
100239,10,nasal aspirators,en
100307,10,nebulisers for medical purposes / nebulizers for medical purposes,en
100008,10,needles for medical purposes,en
100301,10,neural helmets for medical purposes,en
100318,10,nipple shields for breastfeeding,en
100120,10,obstetric apparatus,en
100027,10,obstetric apparatus for cattle,en
100150,10,operating tables,en
100123,10,ophthalmoscopes,en
100214,10,orthodontic appliances,en
100243,10,orthodontic rubber bands,en
100038,10,orthopaedic articles / orthopedic articles,en
100020,10,orthopaedic bandages for joints / orthopedic bandages for joints,en
100047,10,orthopaedic belts / orthopedic belts,en
100051,10,orthopaedic footwear / orthopedic footwear,en
100171,10,orthopaedic soles / orthopedic soles,en
100285,10,oxygen concentrators for medical purposes,en
100195,10,pads for preventing pressure sores on patient bodies,en
100268,10,patient examination gowns,en
100204,10,patient hoists / patient lifting hoists,en
100010,10,pessaries,en
100327,10,pet walking aids,en
100176,10,physical exercise apparatus for medical purposes,en
100196,10,physiotherapy apparatus,en
100272,10,pill crushers,en
100282,10,pill cutters,en
100074,10,pins for artificial teeth,en
100206,10,plaster bandages for orthopaedic purposes / plaster bandages for orthopedic purposes,en
100299,10,portable earpicks with endoscopy function,en
100262,10,portable hand-held urinals,en
100085,10,probes for medical purposes,en
100137,10,"protection devices against X-rays, for medical purposes",en
100283,10,protective masks for medical purposes,en
100222,10,pulse meters,en
100086,10,pumps for medical purposes,en
100230,10,quad canes for medical purposes,en
100130,10,quartz lamps for medical purposes,en
100133,10,radiological apparatus for medical purposes,en
100083,10,radiology screens for medical purposes,en
100134,10,radiotherapy apparatus,en
100017,10,radium tubes for medical purposes,en
100115,10,receptacles for applying medicines,en
100138,10,respirators for artificial respiration,en
100309,10,respirators for filtering air for medical purposes,en
100242,10,respiratory masks for artificial respiration,en
100310,10,respiratory masks for medical purposes,en
100135,10,resuscitation apparatus,en
100303,10,reusable sanitary masks made of gauze,en
100264,10,robotic exoskeleton suits for medical purposes,en
100302,10,sanitary masks,en
100140,10,saws for surgical purposes,en
100030,10,scalpels,en
100058,10,scissors for surgery,en
100234,10,sex toys,en
100217,10,slings [support bandages],en
100101,10,soporific pillows for insomnia,en
100129,10,sphygmotensiometers / arterial blood pressure measuring apparatus / sphygmomanometers,en
100197,10,spirometers [medical apparatus],en
100034,10,spittoons for medical purposes,en
100021,10,"splints, surgical",en
100069,10,spoons for administering medicine,en
100305,10,spoons for patients with tremor,en
100223,10,stents,en
100172,10,"sterile sheets, surgical",en
100144,10,stethoscopes,en
100166,10,stockings for varices,en
100041,10,strait jackets,en
100036,10,"stretchers, wheeled / gurneys, wheeled",en
100286,10,support bandages,en
100146,10,supports for flat feet,en
100054,10,surgical apparatus and instruments,en
100033,10,surgical bougies,en
100065,10,surgical cutlery,en
100207,10,surgical drapes,en
100208,10,surgical implants comprised of artificial materials,en
100253,10,surgical robots,en
100053,10,surgical sponges,en
100148,10,suspensory bandages,en
100149,10,suture materials,en
100009,10,suture needles,en
100080,10,syringes for injections,en
100164,10,syringes for medical purposes,en
100240,10,teeth protectors for dental purposes,en
100018,10,teething rings,en
100225,10,temperature indicator labels for medical purposes,en
100180,10,testing apparatus for medical purposes / apparatus for use in medical analysis,en
100270,10,therapeutic facial masks,en
100312,10,therapeutic magnets,en
100209,10,thermal packs for first aid purposes,en
100059,10,thermo-electric compresses [surgery],en
100198,10,thermometers for medical purposes,en
100056,10,"thread, surgical",en
100126,10,tips for crutches,en
100249,10,toe separators for orthopaedic purposes / toe separators for orthopedic purposes,en
100227,10,tomographs for medical purposes,en
100238,10,tongue depressors for medical purposes,en
100070,10,tongue scrapers,en
100215,10,traction apparatus for medical purposes,en
100151,10,trocars,en
100039,10,trusses / hernia bandages,en
100320,10,ultrasonic imaging apparatus for medical purposes,en
100105,10,ultraviolet ray lamps for medical purposes,en
100121,10,umbilical belts,en
100153,10,urethral probes,en
100154,10,urethral syringes,en
100110,10,urinals being vessels,en
100102,10,urological apparatus and instruments,en
100142,10,uterine syringes,en
100143,10,vaginal syringes,en
100109,10,vaporizers for medical purposes,en
100156,10,veterinary apparatus and instruments,en
100158,10,vibromassage apparatus,en
100226,10,walking frames for persons with disabilities,en
100263,10,walking sticks for medical purposes / canes for medical purposes,en
100082,10,water bags for medical purposes,en
100096,10,waterbeds for medical purposes,en
100256,10,wheeled walkers to aid mobility,en
100024,10,X-ray apparatus for medical purposes,en
100132,10,X-ray photographs for medical purposes,en
100136,10,X-ray tubes for medical purposes,en
110003,11,acetylene burners,en
110005,11,acetylene flares,en
110004,11,acetylene generators,en
110388,11,adsorption apparatus for generating gas,en
110079,11,air conditioners for vehicles,en
110010,11,air cooling apparatus,en
110009,11,air deodorizing apparatus / air deodorising apparatus,en
110013,11,air dryers / air driers,en
110015,11,air filtering installations,en
110356,11,air fryers,en
110207,11,air purifying apparatus and machines,en
110012,11,air reheaters,en
110245,11,air sterilizers / air sterilisers,en
110205,11,air valves for steam heating installations,en
110099,11,air-conditioning apparatus,en
110014,11,air-conditioning installations,en
110247,11,alcohol burners,en
110249,11,anti-glare devices for vehicles [lamp fittings] / anti-dazzle devices for vehicles [lamp fittings],en
110055,11,anti-splash tap nozzles,en
110321,11,apparatus for dehydrating food waste,en
110392,11,apparatus for fertilizer irrigation,en
110386,11,"apparatus for making ices and ice cream, electric",en
110307,11,aquarium filtration apparatus,en
110308,11,aquarium heaters,en
110309,11,aquarium lights,en
110023,11,arc lamps,en
110231,11,"ash conveyor installations, automatic",en
110254,11,"autoclaves, electric, for cooking / pressure cookers, electric",en
110053,11,bakers' ovens,en
110265,11,barbecues,en
110037,11,bath fittings,en
110039,11,bath installations / bath plumbing fixtures,en
110033,11,bath tubs,en
110035,11,bath tubs for sitz baths,en
110304,11,bed warmers,en
110396,11,"beer brewing machines, electric, for household purposes",en
110119,11,beverage cooling apparatus,en
110375,11,"beverage urns, electric",en
110045,11,bicycle lights,en
110046,11,bidets,en
110397,11,bioreactors for use in the treatment of waste,en
110390,11,bioreactors for use in the treatment of wastewater,en
110305,11,"blankets, electric, not for medical purposes",en
110078,11,boiler pipes [tubes] for heating installations,en
110047,11,"boilers, other than parts of machines",en
110339,11,book sterilization apparatus / book sterilisation apparatus,en
110251,11,brackets for gas burners,en
110329,11,bread baking machines,en
110171,11,bread toasters / toasters,en
110332,11,bread-making machines,en
110044,11,burners for lamps,en
110060,11,burners*,en
110355,11,candle lanterns,en
110072,11,carbon for arc lamps,en
110136,11,ceiling lights,en
110083,11,central heating radiators,en
110133,11,chandeliers,en
110094,11,chimney blowers,en
110093,11,chimney flues,en
110185,11,Chinese lanterns,en
110341,11,"chocolate fountains, electric",en
110292,11,chromatography apparatus for industrial purposes,en
110325,11,clean chambers [sanitary installations],en
110374,11,"coffee capsules, empty, for electric coffee machines",en
110383,11,coffee machines incorporating water purifiers,en
110262,11,"coffee machines, electric",en
110261,11,"coffee percolators, electric",en
110066,11,coffee roasters,en
110410,11,"coffeepots, electric",en
110224,11,"coils [parts of distilling, heating or cooling installations]",en
110109,11,cooking apparatus and installations,en
110387,11,"cooking pots, electric",en
110210,11,cooking rings,en
110108,11,cooking stoves / cookers,en
110107,11,"cooking utensils, electric",en
110168,11,"cool boxes, electric / coolers, electric",en
110032,11,coolers for furnaces / cooling vats for furnaces,en
110214,11,cooling appliances and installations,en
110209,11,cooling installations and machines,en
110188,11,cooling installations for liquids,en
110227,11,cooling installations for tobacco,en
110125,11,cooling installations for water,en
110366,11,"couscous cookers, electric",en
110415,11,cryogenic apparatus*,en
110360,11,"curing lamps, not for medical purposes",en
110158,11,curling lamps,en
110215,11,dampers [heating],en
110266,11,"deep fryers, electric",en
110112,11,defrosters for vehicles,en
110376,11,dehumidifiers,en
110311,11,dental ovens,en
110275,11,"deodorizing apparatus, not for personal use / deodorising apparatus, not for personal use",en
110116,11,desalination plants,en
110117,11,desiccating apparatus,en
110358,11,directional lights for bicycles,en
110111,11,"discharge tubes, electric, for lighting",en
110416,11,dish drying machines,en
110115,11,disinfectant apparatus,en
110377,11,disinfectant apparatus for dispensing solutions into water-pipes for sanitary installations,en
110342,11,disinfectant apparatus for medical purposes,en
110120,11,distillation apparatus*,en
110101,11,distillation columns,en
110322,11,diving lights,en
110323,11,drip irrigation emitters [irrigation fittings],en
110097,11,drying apparatus,en
110222,11,drying apparatus and installations,en
110141,11,drying apparatus for fodder and forage / forage drying apparatus,en
110312,11,electric appliances for making yogurt / electric appliances for making yoghurt,en
110354,11,electric cooktops,en
110315,11,electric fans for personal use,en
110024,11,electric lamps,en
110051,11,electric torches / electric flashlights,en
110310,11,electrically heated carpets,en
110351,11,electrically heated clothing,en
110393,11,electrically heated mugs,en
110142,11,evaporators,en
110313,11,expansion tanks for central heating installations,en
110314,11,extractor hoods for kitchens,en
110331,11,fabric steamers,en
110278,11,facial steamers / facial saunas,en
110344,11,fairy lights for festive decoration / string lights for festive decoration,en
110065,11,fans [air-conditioning],en
110225,11,fans [parts of air-conditioning installations],en
110273,11,feeding apparatus for heating boilers,en
110391,11,fermentation apparatus for industrial purposes,en
110145,11,filaments for electric lamps,en
110011,11,filters for air conditioning,en
110147,11,filters for drinking water,en
110380,11,filters for water filtering apparatus,en
110267,11,"fireplaces, domestic",en
110151,11,"fittings, shaped, for furnaces / fittings, shaped, for ovens / shaped fittings for furnaces / shaped fittings for ovens",en
110148,11,flaming torches,en
110059,11,flare stacks for use in the oil industry,en
110264,11,flues for heating boilers,en
110075,11,flushing tanks,en
110370,11,fog machines,en
110363,11,"food dehydrators, electric",en
110337,11,"food steamers, electric",en
110088,11,"footmuffs, electrically heated",en
110087,11,"footwarmers, electric or non-electric",en
110149,11,"forges, portable",en
110126,11,fountains,en
110106,11,freezers,en
110018,11,friction lighters for igniting gas,en
110159,11,fruit roasters,en
110411,11,"frying pans, electric",en
110403,11,full-body drying apparatus,en
110154,11,furnace ash boxes / ash pits for furnaces,en
110152,11,furnace grates,en
110150,11,"furnaces, other than for laboratory use / ovens, other than for laboratory use",en
110162,11,gas boilers,en
110161,11,gas burners,en
110294,11,"gas condensers, other than parts of machines",en
110163,11,gas lamps,en
110019,11,gas lighters,en
110160,11,gas scrubbers [parts of gas installations] / scrubbers [parts of gas installations],en
110138,11,gas scrubbing apparatus,en
110061,11,germicidal burners,en
110166,11,germicidal lamps for purifying air,en
110399,11,glow sticks for lighting,en
110413,11,"glue pots, electric",en
110100,11,glue-heating appliances,en
110095,11,hair dryers / hair driers,en
110223,11,hand drying apparatus for washrooms,en
110346,11,head torches / portable headlamps,en
110031,11,headlights for automobiles,en
110153,11,hearths,en
110002,11,heat accumulators,en
110129,11,"heat exchangers, other than parts of machines",en
110340,11,heat guns,en
110268,11,heat pumps,en
110069,11,heat regenerators,en
110398,11,heat-stabilized polypropylene pipes for heating installations,en
110407,11,heated carving stations,en
110335,11,heated display cabinets,en
110038,11,heaters for baths,en
110086,11,heaters for heating irons,en
110081,11,heaters for vehicles,en
110257,11,"heaters, electric, for feeding bottles",en
110350,11,heating and cooling apparatus for dispensing hot and cold beverages,en
110067,11,heating apparatus,en
110250,11,heating apparatus for defrosting vehicle windows,en
110080,11,"heating apparatus for solid, liquid or gaseous fuels",en
110082,11,"heating apparatus, electric",en
110077,11,heating boilers,en
110296,11,"heating cushions, electric, not for medical purposes / heating pads, electric, not for medical purposes",en
110085,11,heating elements,en
110293,11,"heating filaments, electric",en
110073,11,heating installations,en
110076,11,heating installations [water] / hot water heating installations,en
110201,11,heating plates,en
110016,11,hot air apparatus,en
110017,11,hot air bath fittings,en
110008,11,hot air ovens,en
110170,11,hot plates,en
110412,11,"hot pots, electric",en
110302,11,hot water bottles,en
110372,11,humidifiers,en
110084,11,humidifiers for central heating radiators,en
110049,11,hydrants,en
110334,11,hydromassage bath apparatus,en
110361,11,hydroponic growing systems,en
110167,11,ice machines and apparatus,en
110357,11,ice-cream making machines,en
110090,11,immersion heaters,en
110043,11,incandescent burners,en
110173,11,incinerators,en
110193,11,installations for processing nuclear fuel and nuclear moderating material,en
110174,11,ionization apparatus for the treatment of air or water,en
110303,11,"kettles, electric",en
110279,11,kiln furniture [supports],en
110048,11,kilns,en
110204,11,kitchen ranges [ovens],en
110382,11,kitchen sinks incorporating integrated worktops,en
110058,11,laboratory burners,en
110176,11,laboratory lamps,en
110092,11,lamp chimneys,en
110091,11,lamp glasses,en
110169,11,lamp globes / globes for lamps,en
110042,11,lamp mantles / lamp casings,en
110183,11,lamp reflectors,en
110040,11,lamps,en
110238,11,lampshade holders,en
110237,11,lampshades,en
110041,11,lanterns for lighting,en
110316,11,"laundry dryers, electric / laundry driers, electric",en
110063,11,laundry room boilers / washing coppers,en
110326,11,lava rocks for use in barbecue grills,en
110194,11,level controlling valves in tanks,en
110021,11,light bulbs,en
110071,11,light bulbs for directional signals for vehicles,en
110022,11,"light bulbs, electric",en
110118,11,light diffusers,en
110369,11,light projectors,en
110414,11,light-emitting diode [LED] light bulbs,en
110333,11,light-emitting diodes [LED] lighting apparatus,en
110130,11,lighting apparatus and installations,en
110229,11,lighting apparatus for vehicles,en
110007,11,lighting installations for air vehicles,en
110256,11,lights for automobiles / automobile lights,en
110027,11,lights for vehicles,en
110195,11,"lights, electric, for Christmas trees / electric lights for Christmas trees",en
110384,11,"lightsticks, battery-operated",en
110196,11,luminous house numbers,en
110189,11,luminous tubes for lighting,en
110190,11,magnesium filaments for lighting,en
110191,11,malt roasters,en
110389,11,membrane apparatus for generating gas,en
110379,11,membrane filtration units for water treatment apparatus,en
110378,11,membranes for reverse osmosis units,en
110401,11,membranes for water filtering apparatus,en
110349,11,microbubble generators for baths,en
110317,11,microwave ovens [cooking apparatus],en
110328,11,microwave ovens for industrial purposes,en
110177,11,milk cooling installations,en
110192,11,miners' lamps,en
110239,11,mixer taps for water pipes / mixer faucets for water pipes,en
110110,11,motorcycle lights,en
110336,11,multicookers,en
110347,11,nail lamps,en
110253,11,nuclear reactors,en
110199,11,oil burners,en
110179,11,oil lamps,en
110277,11,oil-scrubbing apparatus,en
110175,11,ornamental fountains,en
110070,11,oven fittings made of fireclay,en
110197,11,oxyhydrogen burners,en
110404,11,ozonizers for sanitizing purposes / ozone generators for sanitizing purposes,en
110178,11,pasteurisers,en
110408,11,"personal cooling packs, not for medical purposes",en
110103,11,pipes [parts of sanitary installations] / water-pipes for sanitary installations,en
110089,11,plate warmers,en
110280,11,pocket warmers,en
110203,11,polymerisation installations,en
110352,11,"pounded rice cake making machines, electric, for household purposes",en
110127,11,pressure water tanks,en
110135,11,purification installations for sewage,en
110050,11,radiator caps,en
110198,11,radiators [heating],en
110137,11,"radiators, electric",en
110208,11,refining towers for distillation,en
110155,11,refrigerating apparatus and machines,en
110213,11,refrigerating appliances and installations,en
110026,11,refrigerating cabinets,en
110156,11,refrigerating chambers / walk-in refrigerators,en
110157,11,refrigerating containers,en
110330,11,refrigerating display cabinets,en
110274,11,refrigerators,en
110359,11,"refrigerators, cooling apparatus and freezers for medical storage purposes",en
110216,11,regulating accessories for water or gas apparatus and pipes,en
110259,11,regulating and safety accessories for gas apparatus,en
110240,11,regulating and safety accessories for gas pipes,en
110241,11,regulating and safety accessories for water apparatus,en
110381,11,reverse osmosis membrane filters for water treatment,en
110385,11,reverse osmosis units,en
110230,11,roasters,en
110172,11,roasting apparatus / griddles [cooking appliances] / grills [cooking appliances],en
110056,11,roasting jacks,en
110057,11,roasting spits,en
110220,11,rotisseries,en
110394,11,running lights for vehicles,en
110217,11,safety accessories for water or gas apparatus and pipes,en
110182,11,safety lamps,en
110221,11,sanitary apparatus and installations,en
110297,11,sauna bath installations,en
110202,11,searchlights,en
110298,11,shower cubicles / shower enclosures,en
110121,11,showers,en
110299,11,sinks,en
110402,11,smart light bulbs,en
110417,11,smart refrigerators,en
110409,11,smoke machines,en
110406,11,smokers [cooking apparatus],en
110395,11,snow-making machines / snow cannons,en
110122,11,sockets for electric lights,en
110345,11,"socks, electrically heated",en
110270,11,solar furnaces,en
110269,11,solar thermal collectors [heating],en
110348,11,"sous-vide cookers, electric",en
110373,11,"soya milk making machines, electric",en
110291,11,spa baths [vessels],en
110418,11,sprayers being disinfectant apparatus,en
110367,11,standard lamps / floor lamps,en
110242,11,steam accumulators,en
110165,11,"steam boilers, other than parts of machines",en
110232,11,steam generating installations,en
110226,11,sterilizers / sterilisers,en
110405,11,sterilizers for medical instruments / sterilisers for medical instruments,en
110246,11,stills*,en
110143,11,stoves [heating apparatus],en
110263,11,street lamps,en
110025,11,structural framework for ovens,en
110318,11,swimming pool chlorinating apparatus,en
110368,11,"tajines, electric / tagines, electric",en
110271,11,tanning beds,en
110068,11,taps for pipes and pipelines / cocks for pipes and pipelines / faucets for pipes and pipelines / spigots for pipes and pipelines,en
110218,11,taps* / faucets*,en
110362,11,"thermo-pots, electric",en
110319,11,thermostatic valves [parts of heating installations],en
110228,11,tobacco roasters,en
110235,11,toilet bowls,en
110236,11,toilet seats,en
110105,11,toilets [water-closets] / water closets,en
110064,11,"toilets, portable",en
110338,11,"tortilla presses, electric",en
110036,11,"Turkish bath cabinets, portable",en
110180,11,"ultraviolet ray lamps, not for medical purposes",en
110371,11,underfloor heating apparatus and installations,en
110301,11,urinals being sanitary fixtures,en
110365,11,USB-powered cup heaters,en
110364,11,USB-powered hand warmers,en
110200,11,vehicle headlights,en
110212,11,vehicle reflectors,en
110233,11,ventilation [air-conditioning] installations and apparatus,en
110234,11,ventilation [air-conditioning] installations for vehicles,en
110006,11,ventilation hoods,en
110244,11,ventilation hoods for laboratories,en
110400,11,venturi scrubbers,en
110258,11,"waffle irons, electric",en
110306,11,warming pans,en
110186,11,wash-hand basins [parts of sanitary installations] / wash-hand bowls [parts of sanitary installations],en
110219,11,washers for water taps / washers for water faucets,en
110104,11,water conduits installations,en
110096,11,water distribution installations,en
110124,11,water filtering apparatus,en
110272,11,water flushing installations / flushing apparatus,en
110052,11,water heaters*,en
110276,11,water intake apparatus,en
110123,11,water purification installations,en
110206,11,water purifying apparatus and machines,en
110243,11,water softening apparatus and installations,en
110128,11,water sterilizers / water sterilisers,en
110252,11,water supply installations,en
110001,11,"watering installations, automatic",en
110327,11,watering machines for agricultural purposes,en
110320,11,whirlpool-jet apparatus,en
110353,11,wicks adapted for oil stoves,en
110343,11,"wine cellars, electric",en
120194,12,adhesive rubber patches for repairing inner tubes,en
120004,12,aerial conveyors,en
120349,12,aerial ropeways for handling loads,en
120203,12,"aeronautical apparatus, machines and appliances",en
120027,12,aeroplanes,en
120247,12,air bags [safety devices for automobiles],en
120237,12,air cushion vehicles,en
120009,12,air pumps [vehicle accessories],en
120005,12,air vehicles,en
120184,12,aircraft,en
120344,12,aircraft carriers,en
120030,12,airships / dirigible balloons,en
120327,12,all-terrain vehicles,en
120233,12,ambulances,en
120012,12,amphibious airplanes,en
120326,12,amphibious vehicles,en
120204,12,anti-glare devices for vehicles* / anti-dazzle devices for vehicles*,en
120014,12,anti-skid chains,en
120211,12,anti-theft alarms for vehicles,en
120200,12,anti-theft devices for vehicles,en
120271,12,armoured vehicles / armored vehicles,en
120282,12,ashtrays for automobiles,en
120207,12,automobile bodies,en
120025,12,automobile chassis,en
120206,12,automobile tyres / automobile tires,en
120279,12,autonomous cars / self-driving cars,en
120342,12,autonomous land vehicles,en
120295,12,autonomous underwater vehicles for seabed inspections,en
120120,12,axle journals,en
120119,12,axles for vehicles,en
120293,12,bags adapted for pushchairs / bags adapted for strollers,en
120116,12,balance weights for vehicle wheels,en
120127,12,bands for wheel hubs,en
120063,12,barges,en
120248,12,baskets adapted for bicycles,en
120343,12,battleships,en
120340,12,bearings [parts of vehicles],en
120296,12,bellows for articulated buses,en
120269,12,bicycle bells,en
120086,12,bicycle brakes,en
120061,12,bicycle chains,en
120089,12,bicycle cranks,en
120221,12,bicycle frames,en
120080,12,bicycle handlebars,en
120046,12,bicycle kickstands,en
120090,12,bicycle motors,en
120087,12,bicycle mudguards,en
120092,12,bicycle pedals,en
120096,12,bicycle saddles,en
120310,12,bicycle trailers,en
120084,12,bicycle tyres / bicycle tires,en
120095,12,bicycle wheels,en
120044,12,bicycles*,en
120036,12,boat hooks,en
120021,12,boats*,en
120222,12,bodies for vehicles,en
120047,12,bogies for railway cars,en
120267,12,brake discs for vehicles,en
120215,12,brake linings for vehicles,en
120263,12,brake pads for automobiles,en
120236,12,brake segments for vehicles,en
120216,12,brake shoes for vehicles,en
120126,12,brakes for vehicles,en
120078,12,buffers for railway rolling stock,en
120209,12,bumpers for automobiles,en
120188,12,cable transport apparatus and installations,en
120052,12,caissons [vehicles],en
120301,12,camera drones / photography drones,en
120249,12,camping cars / motor homes,en
120274,12,canoes,en
120241,12,caps for vehicle fuel tanks,en
120056,12,caravans,en
120199,12,cars / automobiles / motor cars,en
120051,12,cars for cable transport installations,en
120219,12,carts*,en
120114,12,casings for pneumatic tyres / casings for pneumatic tires,en
120250,12,casters for trolleys [vehicles] / casters for carts [vehicles],en
120067,12,casting carriages / casting cars / ladle carriages / ladle cars,en
120180,12,chairlifts,en
120266,12,cigar lighters for automobiles,en
120275,12,civilian drones,en
120251,12,cleaning trolleys,en
120179,12,cleats [nautical],en
120305,12,clips adapted for fastening automobile parts to automobile bodies,en
120111,12,clutches for land vehicles,en
120213,12,concrete mixing vehicles,en
120242,12,"connecting rods for land vehicles, other than parts of motors and engines",en
120003,12,couplings for land vehicles,en
120260,12,covers for vehicle steering wheels,en
120058,12,"crankcases for land vehicle components, other than for engines",en
120323,12,cup holders for vehicles,en
120048,12,davits for boats,en
120313,12,delivery drones,en
120162,12,delivery tricycles / carrier tricycles,en
120172,12,dining carriages / dining cars,en
120038,12,disengaging gear for boats,en
120322,12,diving bells,en
120160,12,doors for vehicles,en
120105,12,dredgers [boats],en
120122,12,dress guards for bicycles,en
120225,12,drive chains for land vehicles,en
120139,12,driving motors for land vehicles,en
120223,12,ejector seats for aircraft,en
120297,12,electric bicycles,en
120110,12,electric vehicles,en
120272,12,engine mounts for land vehicles,en
120130,12,engines for land vehicles / motors for land vehicles,en
120252,12,fenders for ships,en
120028,12,ferry boats,en
120302,12,fishing trolleys,en
120334,12,fitted dashboard covers for vehicles,en
120290,12,fitted footmuffs for prams / fitted footmuffs for baby carriages,en
120291,12,fitted footmuffs for pushchairs / fitted footmuffs for strollers,en
120277,12,fitted pushchair mosquito nets / fitted stroller mosquito nets,en
120033,12,flanges for railway wheel tyres / flanges for railway wheel tires,en
120001,12,forklift trucks,en
120148,12,freewheels for land vehicles,en
120341,12,fuel tanks for vehicles,en
120189,12,funiculars,en
120229,12,funnels for locomotives,en
120073,12,funnels for ships,en
120217,12,gear boxes for land vehicles,en
120103,12,gearing for land vehicles,en
120085,12,gears for bicycles,en
120068,12,golf carts [vehicles] / golf cars [vehicles],en
120315,12,gyrocopters,en
120106,12,handcars,en
120065,12,handling carts,en
120015,12,head-rests for vehicle seats,en
120262,12,headlight wipers,en
120314,12,helicams,en
120316,12,helicopters,en
120055,12,hoods [folding roofs] for vehicles / tops [folding roofs] for vehicles,en
120054,12,hoods for vehicle engines / bonnets for vehicle engines,en
120212,12,horns for vehicles,en
120345,12,horse trailers,en
120347,12,horse vans,en
120325,12,horse-drawn carriages,en
120066,12,hose carts,en
120006,12,hot air balloons,en
120124,12,hub caps,en
120091,12,hubs for bicycle wheels / bicycle wheel hubs,en
120060,12,hubs for vehicle wheels / vehicle wheel hubs,en
120079,12,hydraulic circuits for vehicles,en
120328,12,hydrogen-fueled cars,en
120135,12,hydroplanes,en
120039,12,inclined ways for boats,en
120214,12,inner tubes for bicycle tyres / inner tubes for bicycle tires,en
120007,12,inner tubes for pneumatic tyres / inner tubes for pneumatic tires,en
120145,12,jet engines for land vehicles,en
120348,12,kayaks,en
120253,12,kick sledges,en
120346,12,kickbikes,en
120064,12,launches,en
120138,12,locomotives,en
120022,12,lorries / trucks,en
120304,12,lug nuts for vehicle wheels,en
120029,12,luggage carriers for vehicles,en
120123,12,luggage nets for vehicles,en
120259,12,masts for boats,en
120273,12,military drones,en
120144,12,military vehicles for transport,en
120076,12,mine cars,en
120043,12,mine cart wheels,en
120281,12,mobility scooters,en
120196,12,mopeds,en
120018,12,motor buses,en
120019,12,motor coaches,en
120299,12,motor racing cars,en
120280,12,motor scooters,en
120283,12,motorcycle chains,en
120286,12,motorcycle engines,en
120284,12,motorcycle frames,en
120285,12,motorcycle handlebars,en
120097,12,motorcycle kickstands,en
120175,12,motorcycle saddles,en
120147,12,motorcycles,en
120339,12,motorized skateboards,en
120109,12,"motors, electric, for land vehicles",en
120049,12,mudguards,en
120013,12,non-skid devices for vehicle tyres / non-skid devices for vehicle tires,en
120041,12,oars,en
120153,12,paddles for canoes,en
120254,12,panniers adapted for bicycles,en
120287,12,panniers adapted for motorcycles,en
120113,12,parachutes,en
120311,12,pet strollers,en
120336,12,pneumatic or hydraulic linear actuators for land vehicles,en
120157,12,pneumatic tyres / pneumatic tires,en
120159,12,pontoons,en
120133,12,portholes,en
120289,12,prams / baby carriages,en
120143,12,propulsion mechanisms for land vehicles,en
120331,12,pulks for transportation,en
120093,12,pumps for bicycle tyres / pumps for bicycle tires,en
120258,12,push scooters [vehicles],en
120164,12,pushchair covers / stroller covers,en
120165,12,pushchair hoods / stroller hoods,en
120163,12,pushchairs / strollers,en
120140,12,railway carriages,en
120002,12,railway couplings,en
120173,12,rearview mirrors,en
120235,12,reduction gears for land vehicles,en
120129,12,refrigerated railway wagons,en
120128,12,refrigerated vehicles,en
120257,12,"remote control vehicles, other than toys",en
120294,12,remotely operated vehicles for underwater inspections,en
120008,12,repair outfits for inner tubes,en
120332,12,rescue boats,en
120306,12,rescue sleds,en
120026,12,reversing alarms for vehicles,en
120088,12,rims for bicycle wheels / bicycle wheel rims,en
120174,12,rims for vehicle wheels / vehicle wheel rims,en
120300,12,robotic cars,en
120303,12,roll cage trolleys,en
120071,12,rolling stock for funicular railways,en
120072,12,rolling stock for railways,en
120182,12,rowlocks / oarlocks,en
120308,12,rubbish trucks / garbage trucks,en
120070,12,rudders,en
120232,12,saddle covers for bicycles,en
120298,12,saddle covers for motorcycles,en
120268,12,saddlebags adapted for bicycles,en
120059,12,safety belts for vehicle seats,en
120112,12,"safety seats for children, for vehicles",en
120166,12,screw-propellers,en
120040,12,screw-propellers for boats,en
120151,12,screws [propellers] for ships,en
120131,12,sculls / stern oars,en
120134,12,seaplanes,en
120132,12,seat covers for vehicles,en
120244,12,security harness for vehicle seats,en
120318,12,self-balancing boards,en
120319,12,self-balancing electric unicycles,en
120317,12,self-balancing scooters,en
120335,12,self-driving robots for delivery,en
120035,12,ship hulls,en
120150,12,ships,en
120210,12,shock absorbers for automobiles,en
120011,12,shock absorbing springs for vehicles,en
120255,12,shopping trolleys / shopping carts,en
120176,12,side cars,en
120276,12,side view mirrors for vehicles,en
120228,12,signal arms for vehicles,en
120161,12,ski carriers for cars,en
120170,12,ski lifts,en
120081,12,sleeping berths for vehicles,en
120136,12,sleeping cars,en
120186,12,sleighs [vehicles],en
120333,12,snow-going vehicles,en
120256,12,snowmobiles,en
120288,12,solid tyres for vehicle wheels / solid tires for vehicle wheels,en
120117,12,space vehicles,en
120264,12,spare wheel covers / spare tire covers / spare tyre covers,en
120118,12,spars for ships,en
120155,12,spikes for tyres / spikes for tires / studs for tires / studs for tyres,en
120261,12,spoilers for vehicles,en
120169,12,spoke clips for wheels,en
120094,12,spokes for bicycle wheels / bicycle wheel spokes,en
120178,12,sports cars,en
120016,12,sprinkling trucks,en
120037,12,steering gears for ships,en
